num_removes,sensitive_dim,node_delete_strategy,n,auc_before_mean,auc_before_std,auc_after_mean,auc_after_std,delta_auc_mean,delta_auc_std,ap_before_mean,ap_before_std,ap_after_mean,ap_after_std,delta_ap_mean,delta_ap_std
500,0,high_degree,3,0.8771764705882353,0.0,0.6291607843137255,0.0,-0.24801568627450987,0.0,0.9678772710003964,0.0,0.8980646091022244,0.0,-0.06981266189817203,0.0
500,0,random,3,0.8315388224731385,0.00034540406482713645,0.6121389616197719,0.01738291168247724,-0.2193998608533666,0.017372930707119157,0.9127026817595801,0.02508876289769345,0.7883108203333863,0.024429653933930987,-0.12439186142619374,0.000706337529197534
500,1,high_degree,3,0.8685653333333333,0.0,0.7225706666666666,0.0,-0.1459946666666666,0.0,0.6103716640230668,0.0,0.4368211738800368,0.0,-0.17355049014302995,0.0
500,1,random,3,0.8796848755532148,0.017438928554269477,0.7525630848756671,0.02149993979204919,-0.12712179067754772,0.017774659300081912,0.7518512035709364,0.028969067231229426,0.5853016633098141,0.02849597838096034,-0.16654954026112223,0.0197636656397075
500,2,high_degree,3,0.8709376863446631,0.0,0.8629248658318426,0.0,-0.008012820512820595,0.0,0.9325535729699833,0.0,0.9261899491034521,0.0,-0.006363623866531221,0.0
500,2,random,3,0.8306604380168295,0.014396323565495413,0.8227722381888292,0.014736488232871195,-0.007888199828000486,0.000539174410688421,0.80970088475047,0.027083301148889405,0.7968182935140601,0.02830155996196737,-0.012882591236409854,0.002206997710783366
1000,0,high_degree,3,0.8709875509406576,0.0,0.622169852700752,0.0,-0.24881769823990563,0.0,0.9712345747030487,0.0,0.8965704057978782,0.0,-0.07466416890517047,0.0
1000,0,random,3,0.8375482157561001,0.005418508477448911,0.6150188792270129,0.011710849681245042,-0.22252933652908702,0.008512986052760869,0.924315497743149,0.014159434164993994,0.8102326912074336,0.012813201721242402,-0.11408280653571541,0.0033424669124078026
